row,col,x,y,land surface temperature
28,1733,643095.0,3379845.0,327.683837890625
38,1686,641685.0,3379545.0,324.34100341796875
669,968,620145.0,3360615.0,321.6373596191406
695,993,620895.0,3359835.0,326.4054870605469
697,1019,621675.0,3359775.0,323.74969482421875
1055,1146,625485.0,3349035.0,323.98895263671875
1079,1195,626955.0,3348315.0,324.62469482421875
1011,1127,624915.0,3350355.0,324.56658935546875
422,1500,636105.0,3368025.0,323.43524169921875
474,1494,635925.0,3366465.0,321.7262268066406
405,1487,635715.0,3368535.0,323.14129638671875
1481,1220,627705.0,3336255.0,321.3946838378906
1499,1223,627795.0,3335715.0,323.20281982421875
1287,1393,632895.0,3342075.0,314.7739562988281
1230,1415,633555.0,3343785.0,319.2310791015625
1225,1353,631695.0,3343935.0,324.59393310546875
13,1495,635955.0,3380295.0,317.7715759277344
72,1451,634635.0,3378525.0,317.9048767089844
92,1421,633735.0,3377925.0,317.9800720214844
1238,374,602325.0,3343545.0,321.1930236816406
1212,444,604425.0,3344325.0,318.1509704589844
1286,1199,627075.0,3342105.0,325.2775573730469
1243,1278,629445.0,3343395.0,323.57537841796875
1429,1738,643245.0,3337815.0,318.2022399902344
1421,1757,643815.0,3338055.0,315.63531494140625
1507,1775,644355.0,3335475.0,314.7671203613281
553,1683,641595.0,3364095.0,320.4273681640625
575,1682,641565.0,3363435.0,321.5895080566406
526,1632,640065.0,3364905.0,317.9629821777344
254,1683,641595.0,3373065.0,317.3477478027344
298,1718,642645.0,3371745.0,319.2686767578125
268,1712,642465.0,3372645.0,322.2901916503906
1482,1687,641715.0,3336225.0,327.359130859375
1557,1724,642825.0,3333975.0,316.42486572265625
222,1217,627615.0,3374025.0,324.98358154296875
232,1234,628125.0,3373725.0,324.07098388671875
171,1227,627915.0,3375555.0,320.2052001953125
273,785,614655.0,3372495.0,323.80780029296875
229,762,613965.0,3373815.0,323.59246826171875
1127,1199,627075.0,3346875.0,317.2007751464844
1054,1131,625035.0,3349065.0,319.3677978515625
1101,1187,626715.0,3347655.0,324.05047607421875
389,1128,624945.0,3369015.0,323.97186279296875
409,1082,623565.0,3368415.0,322.3141174316406
337,1086,623685.0,3370575.0,321.4356994628906
855,1577,638415.0,3355035.0,317.5357360839844
885,1535,637155.0,3354135.0,316.00787353515625
866,1520,636705.0,3354705.0,314.2578430175781
1563,1448,634545.0,3333795.0,324.78533935546875
1623,1528,636945.0,3331995.0,323.03533935546875
1653,1535,637155.0,3331095.0,322.1637268066406
1661,694,611925.0,3330855.0,321.8663635253906
1671,641,610335.0,3330555.0,323.57537841796875
1544,1266,629085.0,3334365.0,322.1568908691406
1444,1331,631035.0,3337365.0,325.2467956542969
1509,1281,629535.0,3335415.0,323.58905029296875
399,1291,629835.0,3368715.0,321.9278869628906
462,1225,627855.0,3366825.0,321.4596252441406
510,1331,631035.0,3365385.0,327.745361328125
1272,775,614355.0,3342525.0,320.1470947265625
1265,762,613965.0,3342735.0,322.9054260253906
1266,766,614085.0,3342705.0,322.8370666503906
1198,1099,624075.0,3344745.0,322.5362854003906
1186,1199,627075.0,3345105.0,319.2584228515625
1165,1157,625815.0,3345735.0,322.8815002441406
846,1029,621975.0,3355305.0,321.8663635253906
759,1008,621345.0,3357915.0,323.31219482421875
789,993,620895.0,3357015.0,321.8731994628906
